date,unit_value_usd,country
2021-03-03,1625.00,MALDIVES
2021-03-20,20000.01,NEPAL
2021-03-20,13337.60,NEPAL
2021-03-17,240800.01,NEPAL
2021-03-17,1212725.00,NEPAL
2021-03-22,1013596.00,NEPAL
2021-03-22,80.00,OMAN
2021-03-23,80.00,OMAN
2021-03-19,40.00,MOROCCO
2021-03-19,80.00,OMAN
2021-03-31,2960.00,NIGERIA
2021-03-05,24.64,GHANA
2021-03-07,431032.07,NEPAL
2021-03-01,856560.00,NEPAL
2022-01-12,2205.64,BELGIUM
2022-01-14,2205.64,BELGIUM
