date,unit_value_usd,country
2021-03-24,29046.00,UNITED STATES
2021-03-24,106.88,MAURITIUS
2021-03-24,167954.00,ISRAEL
2021-03-24,27801.75,ITALY
2021-03-24,27972.75,ITALY
2021-03-24,29646.80,SPAIN
2021-03-24,29717.60,SPAIN
2021-03-24,29682.20,SPAIN
2021-03-24,29629.10,SPAIN
2021-03-24,975.00,SUDAN
2021-03-24,29046.00,UNITED STATES
2021-03-25,586.15,SRI LANKA
2021-03-25,306.02,SRI LANKA
2021-03-25,6.42,TANZANIA
2021-03-25,312.00,CANADA
2021-03-25,29576.00,SPAIN
2021-03-25,19011.00,UNITED STATES
2021-03-25,15.00,MOROCCO
2021-03-26,8.71,MOROCCO
2021-03-27,27773.25,UNITED STATES
2021-03-27,27930.00,UNITED STATES
2021-03-27,27887.25,UNITED STATES
2021-03-27,27887.25,UNITED STATES
2021-03-27,27801.75,UNITED STATES
2021-03-30,1026.00,MALDIVES
2021-03-30,27887.25,NETHERLANDS
2021-03-30,27801.75,NETHERLANDS
2021-03-30,28029.75,NETHERLANDS
2021-03-31,18355.00,KENYA
2021-03-31,2536.90,NEPAL
2021-03-31,49999.95,NEPAL
2021-03-31,50000.00,NEPAL
2021-03-31,90.00,BANGLADESH
2022-11-17,0.70,BANGLADESH
2022-09-10,0.00,UNITED ARAB EMIRATES
2021-09-24,1432.77,MYANMAR
